text,sentiment
@AmericanAir thanks keep me updated just hope I make either of my connections to Killeen Tx,Positive
@JetBlue when I check in tomorrow morning for my flight on wens can I automatically add it to passbook?,Neutral
"@usairways now on hold for an hour. So frustrating, I suspect you have more operators come in on days like this w/inclement weather?",Negative
@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,Positive
@USAirways call Gate D9 in CLT and get me on this flight,Neutral
@united Cool. Thank you.,Positive
@SouthwestAir any deals to orlando in April/may??,Neutral
@SouthwestAir just did last night. Thanks for following up. :),Positive
“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say,Neutral
@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,Positive
@USAirways that's where we are now. Thank you.,Positive
@united thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. #UA1481 #Cancelled Flightledflight,Negative
@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/,Negative
@united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x,Positive
"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind.",Negative
@JetBlue thanks so much. Can't wait to fly with you guys :),Positive
@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe,Positive
@SouthwestAir thanks for your assistance..you guys ROCK!!💯,Positive
@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,Negative
@AmericanAir I just DMed you,Neutral
@JetBlue Thanks for the FB. message telling me I will have to wait between 1-3 days.  I'm waiting.,Neutral
"@USAirways really, so what does that mean??? #usairwayssucks",Negative
@USAirways 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule,Negative
@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.,Neutral
@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.,Positive
@SouthwestAir shout out to the flight #4386 crew for taking amazing care of us on our double down flight! #thankyou,Positive
@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw,Negative
@JetBlue Thank you very much!,Positive
"@SouthwestAir thanks, already subscribe and have a RR Account. Had received a promo code last month but has since expired. Any new offers?",Positive
@SouthwestAir Yes. Please train your customer service agents with correct protocol.. I should not be receiving different 411 evrytime I call,Negative
@SouthwestAir here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.,Negative
@SouthwestAir Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :),Positive
"@united flight delayed...again...every time. ""Maintenance issues""",Negative
@SouthwestAir Awwweesssooomee!,Positive
@SouthwestAir flying back to Denver tomorrow. Should I rebook?,Neutral
"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA",Negative
@SouthwestAir how many are left?!,Neutral
"Yessir RT “@AmericanAir: @yourlocalnyer Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate.”",Neutral
"@USAirways @usairways -Really? U land me in Philly 1.5 hours before my flight, wait 1.5 hours behind a plane you got stuck,",Negative
.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!,Positive
@AmericanAir @dfwairport you 2 together are the best part of flying!,Positive
@SouthwestAir so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?,Neutral
@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,Neutral
@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,Neutral
@united Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl,Neutral
@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3,Neutral
"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",Negative
@JetBlue good luck. Thanks.,Positive
@USAirways sure did. I have carried this bag on numerous times on the same style plane. Planning accordingly apparently accounts for nothing,Neutral
"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!",Positive
"@united rude cust ser agents busy chatting, then yelled bc I took pic. Put me stdby when seat. Diff agent gave me seat 30min Late Flightr. Platinum",Negative
@united Baggage check in and in flight crew the friendliest ever Flight#417 ogg to Lax !!!,Positive
"@united yes, would love an upgrade or voucher,  please give me a call 9148445695",Neutral
@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.,Neutral
Too Late Flight. RT “@JetBlue: Our fleet's on fleek. http://t.co/nJ5Ga1gds5”,Neutral
@SouthwestAir what is DM?,Neutral
"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!",Positive
@AmericanAir been on the phone for 47 minutes...said it would be 10...  Any advice?,Negative
@SouthwestAir are 5 people there?,Neutral
"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.",Positive
@USAirways Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.,Positive
"@united Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice",Negative
"@USAirways you got to be ""F""ing kidding me Usairways, 2hours on hold listening to yall selling loans and Valentine Flowers...SMFH",Negative
@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:),Positive
@united Pay for my hotel.... I'm a broke student #help,Negative
@AmericanAir you have to run the engine to troubleshoot an issue before boarding the plane!?! How about another plane? #aa2227 #miatoiah,Negative
"@SouthwestAir As a frequent traveler, I've never been treated so coldly &amp; had an airline offer nothing when my flight was Cancelled Flightled. #nolove",Negative
@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!,Negative
So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.,Positive
@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON,Neutral
@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,Neutral
"@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤",Positive
"@USAirways  Flight 4454 aircraft at gate, but no crew?  Will be 2+ hours Late Flight to destination. Come on!",Negative
@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?,Neutral
@AmericanAir American Airlines.,Neutral
@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,Positive
@AmericanAir cut it. Put me on a flt tomorrow.,Negative
@JetBlue any idea when the flight will actually take off?,Neutral
@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue,Neutral
@SouthwestAir de-icing is important!,Positive
@JetBlue OK cool.  I need to listen to some Dre and Snoop en route to LA.  That would have been a shame.,Neutral
@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.,Positive
@AmericanAir why thank you!! Yayayay!!,Positive
@united that's right- with an overnight Miami.,Neutral
@AmericanAir yes I do I am traveling to Marsh Harbor,Neutral
"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day",Negative
@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!,Positive
“@JetBlue: Our fleet's on fleek. http://t.co/b5ttno68xu” I just 🙈,Neutral
@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,Neutral
@JetBlue we made it safe and sound. Thank you for the safe travels.,Positive
@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight,Negative
@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!,Positive
@SouthwestAir so excited about our last minute trip to @Disneyland (and she doesn't know yet!) http://t.co/nKAFbjyARi,Positive
@southwestair #ftw! ✈️ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw,Neutral
@SouthwestAir  at fort launder dale and the gate agent can't switch flights to an earlier flight but we can on our phone...ridiculous,Negative
@AmericanAir Thanks for the champagne  AA153 ORD-NRT to celebrate my #TokyoMarathon2015 finish! http://t.co/Ij4xL01tKX,Positive
"@JetBlue JFK T5 north check in. 3 bag drop ladies, 1 has been checking in someone for the entire time; another doing check ins too.",Negative
@JetBlue @amybruni @DIRECTTV No Oscars on Direct TV on this flight. We were so looking forward to it. We were devastated. :-/,Negative
@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,Neutral
@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open,Neutral
@SouthwestAir Thank you! I can't wait either :),Positive
@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍,Positive
@JetBlue things happen it's ok just wish I was on the beach and not in the airport,Positive
"@SouthwestAir departing MDW it's cold 26F, windy with snow on the ground for sunny and 70F las vegas  @LASairport http://t.co/2IR7ynMBdU",Neutral
